sample1	sample2	value	sample1_type	sample1_extraction_protocol_short	sample2_type	sample2_extraction_protocol_short	sample_type	sample_type_2	biomass_sample	biomass_sample_long
oral_human_D_3_qiagen_H	oral_saliva_D_2_qiagen_C	0.46901172529313234	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_D_3_qiagen_H	oral_saliva_D_3_qiagen_C	0.44714038128249567	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_O_1_microbiome20_H	oral_human_O_2_microbiome20_H	0.41188118811881186	human.saliva.O	MM (20-min.)	human.saliva.O	MM (20-min.)	human	human saliva	high	High biomass
oral_human_O_1_microbiome20_H	oral_human_O_3_microbiome20_H	0.42054263565891475	human.saliva.O	MM (20-min.)	human.saliva.O	MM (20-min.)	human	human saliva	high	High biomass
oral_human_O_1_microbiome2_H	oral_human_O_2_microbiome2_H	0.3982494529540481	human.saliva.O	MM (2-min.)	human.saliva.O	MM (2-min.)	human	human saliva	high	High biomass
oral_human_O_1_microbiome2_H	oral_human_O_3_microbiome2_H	0.39956803455723544	human.saliva.O	MM (2-min.)	human.saliva.O	MM (2-min.)	human	human saliva	high	High biomass
oral_human_O_1_qiagen_H	oral_human_O_2_qiagen_H	0.4580152671755725	human.saliva.O	PS	human.saliva.O	PS	human	human saliva	high	High biomass
oral_human_O_1_qiagen_H	oral_human_O_3_qiagen_H	0.44886363636363635	human.saliva.O	PS	human.saliva.O	PS	human	human saliva	high	High biomass
oral_human_O_2_microbiome20_H	oral_human_O_3_microbiome20_H	0.36382536382536385	human.saliva.O	MM (20-min.)	human.saliva.O	MM (20-min.)	human	human saliva	high	High biomass
oral_human_O_2_microbiome2_H	oral_human_O_3_microbiome2_H	0.36507936507936506	human.saliva.O	MM (2-min.)	human.saliva.O	MM (2-min.)	human	human saliva	high	High biomass
oral_human_O_2_qiagen_H	oral_human_O_3_qiagen_H	0.4501915708812261	human.saliva.O	PS	human.saliva.O	PS	human	human saliva	high	High biomass
oral_human_P_1_microbiome20_H	oral_human_P_2_microbiome20_H	0.3648393194706994	human.saliva.P	MM (20-min.)	human.saliva.P	MM (20-min.)	human	human saliva	high	High biomass
oral_human_P_1_microbiome20_H	oral_human_P_3_microbiome20_H	0.37265917602996257	human.saliva.P	MM (20-min.)	human.saliva.P	MM (20-min.)	human	human saliva	high	High biomass
oral_human_P_1_microbiome2_H	oral_human_P_2_microbiome2_H	0.45796064400715564	human.saliva.P	MM (2-min.)	human.saliva.P	MM (2-min.)	human	human saliva	high	High biomass
oral_human_P_1_microbiome2_H	oral_human_P_3_microbiome2_H	0.39433962264150946	human.saliva.P	MM (2-min.)	human.saliva.P	MM (2-min.)	human	human saliva	high	High biomass
oral_human_P_1_qiagen_H	oral_human_P_3_qiagen_H	0.3925925925925926	human.saliva.P	PS	human.saliva.P	PS	human	human saliva	high	High biomass
oral_human_P_2_microbiome20_H	oral_human_P_3_microbiome20_H	0.2924901185770751	human.saliva.P	MM (20-min.)	human.saliva.P	MM (20-min.)	human	human saliva	high	High biomass
