sample1	sample2	value	sample1_type	sample1_extraction_protocol_short	sample2_type	sample2_extraction_protocol_short	sample_type	sample_type_2	biomass_sample	biomass_sample_long
oral_saline_vtm_D_1_microbiome20_C	oral_saline_vtm_D_2_microbiome20_C	0.08265101789651079	human.saline.rinse.VTM.D	MM (20-min.)	human.saline.rinse.VTM.D	MM (20-min.)	human	human oral saline rinse in VTM	low	Low biomass
oral_saline_vtm_D_1_microbiome20_C	oral_saline_vtm_D_3_microbiome20_C	0.06893517125756271	human.saline.rinse.VTM.D	MM (20-min.)	human.saline.rinse.VTM.D	MM (20-min.)	human	human oral saline rinse in VTM	low	Low biomass
oral_saline_vtm_D_1_microbiome2_C	oral_saline_vtm_D_2_microbiome2_C	0.08645965997235382	human.saline.rinse.VTM.D	MM (2-min.)	human.saline.rinse.VTM.D	MM (2-min.)	human	human oral saline rinse in VTM	low	Low biomass
oral_saline_vtm_D_1_microbiome2_C	oral_saline_vtm_D_3_microbiome2_C	0.3092518008297311	human.saline.rinse.VTM.D	MM (2-min.)	human.saline.rinse.VTM.D	MM (2-min.)	human	human oral saline rinse in VTM	low	Low biomass
oral_saline_vtm_D_1_qiagen_C	oral_saline_vtm_D_2_qiagen_C	0.2601109558675379	human.saline.rinse.VTM.D	PS	human.saline.rinse.VTM.D	PS	human	human oral saline rinse in VTM	low	Low biomass
oral_saline_vtm_D_1_qiagen_C	oral_saline_vtm_D_3_qiagen_C	0.7318238908578049	human.saline.rinse.VTM.D	PS	human.saline.rinse.VTM.D	PS	human	human oral saline rinse in VTM	low	Low biomass
oral_saline_vtm_D_2_microbiome20_C	oral_saline_vtm_D_3_microbiome20_C	0.07369807940323993	human.saline.rinse.VTM.D	MM (20-min.)	human.saline.rinse.VTM.D	MM (20-min.)	human	human oral saline rinse in VTM	low	Low biomass
oral_saline_vtm_D_2_microbiome2_C	oral_saline_vtm_D_3_microbiome2_C	0.2823081214426274	human.saline.rinse.VTM.D	MM (2-min.)	human.saline.rinse.VTM.D	MM (2-min.)	human	human oral saline rinse in VTM	low	Low biomass
oral_saline_vtm_D_2_qiagen_C	oral_saline_vtm_D_3_qiagen_C	0.5181271076693926	human.saline.rinse.VTM.D	PS	human.saline.rinse.VTM.D	PS	human	human oral saline rinse in VTM	low	Low biomass
oral_saline_vtm_Q_1_microbiome20_C	oral_saline_vtm_Q_2_microbiome20_C	0.1094890719805579	human.saline.rinse.VTM.Q	MM (20-min.)	human.saline.rinse.VTM.Q	MM (20-min.)	human	human oral saline rinse in VTM	low	Low biomass
oral_saline_vtm_Q_1_microbiome20_C	oral_saline_vtm_Q_3_microbiome20_C	0.22888632001472678	human.saline.rinse.VTM.Q	MM (20-min.)	human.saline.rinse.VTM.Q	MM (20-min.)	human	human oral saline rinse in VTM	low	Low biomass
oral_saline_vtm_Q_1_microbiome2_C	oral_saline_vtm_Q_2_microbiome2_C	0.1587378623620919	human.saline.rinse.VTM.Q	MM (2-min.)	human.saline.rinse.VTM.Q	MM (2-min.)	human	human oral saline rinse in VTM	low	Low biomass
oral_saline_vtm_Q_1_microbiome2_C	oral_saline_vtm_Q_3_microbiome2_C	0.10585437862833301	human.saline.rinse.VTM.Q	MM (2-min.)	human.saline.rinse.VTM.Q	MM (2-min.)	human	human oral saline rinse in VTM	low	Low biomass
oral_saline_vtm_Q_1_qiagen_C	oral_saline_vtm_Q_2_qiagen_C	0.402920591119982	human.saline.rinse.VTM.Q	PS	human.saline.rinse.VTM.Q	PS	human	human oral saline rinse in VTM	low	Low biomass
oral_saline_vtm_Q_1_qiagen_C	oral_saline_vtm_Q_3_qiagen_C	0.30154721779313964	human.saline.rinse.VTM.Q	PS	human.saline.rinse.VTM.Q	PS	human	human oral saline rinse in VTM	low	Low biomass
oral_saline_vtm_Q_2_microbiome20_C	oral_saline_vtm_Q_3_microbiome20_C	0.13608608358693497	human.saline.rinse.VTM.Q	MM (20-min.)	human.saline.rinse.VTM.Q	MM (20-min.)	human	human oral saline rinse in VTM	low	Low biomass
oral_saline_vtm_Q_2_microbiome2_C	oral_saline_vtm_Q_3_microbiome2_C	0.17349352537798088	human.saline.rinse.VTM.Q	MM (2-min.)	human.saline.rinse.VTM.Q	MM (2-min.)	human	human oral saline rinse in VTM	low	Low biomass
oral_saline_vtm_Q_2_qiagen_C	oral_saline_vtm_Q_3_qiagen_C	0.6340078370513988	human.saline.rinse.VTM.Q	PS	human.saline.rinse.VTM.Q	PS	human	human oral saline rinse in VTM	low	Low biomass
skin_armpit_A_1_microbiome20_L	skin_armpit_A_2_microbiome20_L	0.19056352084497472	human.armpit.A	MM (20-min.)	human.armpit.A	MM (20-min.)	human	human armpit	low	Low biomass
skin_armpit_A_1_microbiome20_L	skin_armpit_A_3_microbiome20_L	0.281957298674824	human.armpit.A	MM (20-min.)	human.armpit.A	MM (20-min.)	human	human armpit	low	Low biomass
skin_armpit_A_1_microbiome2_L	skin_armpit_A_2_microbiome2_L	0.154100140436889	human.armpit.A	MM (2-min.)	human.armpit.A	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_A_1_microbiome2_L	skin_armpit_A_3_microbiome2_L	0.5860103903190033	human.armpit.A	MM (2-min.)	human.armpit.A	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_A_1_qiagen_L	skin_armpit_A_2_qiagen_L	0.231195308217209	human.armpit.A	PS	human.armpit.A	PS	human	human armpit	low	Low biomass
skin_armpit_A_1_qiagen_L	skin_armpit_A_3_qiagen_L	0.5026551448298789	human.armpit.A	PS	human.armpit.A	PS	human	human armpit	low	Low biomass
skin_armpit_A_2_microbiome20_L	skin_armpit_A_3_microbiome20_L	0.17153400779201453	human.armpit.A	MM (20-min.)	human.armpit.A	MM (20-min.)	human	human armpit	low	Low biomass
skin_armpit_A_2_microbiome2_L	skin_armpit_A_3_microbiome2_L	0.6411527383894251	human.armpit.A	MM (2-min.)	human.armpit.A	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_A_2_qiagen_L	skin_armpit_A_3_qiagen_L	0.2725404052088024	human.armpit.A	PS	human.armpit.A	PS	human	human armpit	low	Low biomass
skin_armpit_B_1_microbiome20_L	skin_armpit_B_2_microbiome20_L	0.1542863882198393	human.armpit.B	MM (20-min.)	human.armpit.B	MM (20-min.)	human	human armpit	low	Low biomass
skin_armpit_B_1_microbiome20_L	skin_armpit_B_3_microbiome20_L	0.4491348266569159	human.armpit.B	MM (20-min.)	human.armpit.B	MM (20-min.)	human	human armpit	low	Low biomass
skin_armpit_B_1_microbiome2_L	skin_armpit_B_2_microbiome2_L	0.2618648122866445	human.armpit.B	MM (2-min.)	human.armpit.B	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_B_1_microbiome2_L	skin_armpit_B_3_microbiome2_L	0.508807249178879	human.armpit.B	MM (2-min.)	human.armpit.B	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_B_1_qiagen_L	skin_armpit_B_2_qiagen_L	0.2695161943773071	human.armpit.B	PS	human.armpit.B	PS	human	human armpit	low	Low biomass
skin_armpit_B_1_qiagen_L	skin_armpit_B_3_qiagen_L	0.2730427559865594	human.armpit.B	PS	human.armpit.B	PS	human	human armpit	low	Low biomass
skin_armpit_B_2_microbiome20_L	skin_armpit_B_3_microbiome20_L	0.3068984601928355	human.armpit.B	MM (20-min.)	human.armpit.B	MM (20-min.)	human	human armpit	low	Low biomass
skin_armpit_B_2_microbiome2_L	skin_armpit_B_3_microbiome2_L	0.3439214065460873	human.armpit.B	MM (2-min.)	human.armpit.B	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_B_2_qiagen_L	skin_armpit_B_3_qiagen_L	0.27079905079140104	human.armpit.B	PS	human.armpit.B	PS	human	human armpit	low	Low biomass
