sample1	sample2	value	sample1_type	sample1_extraction_protocol_short	sample2_type	sample2_extraction_protocol_short	sample_type	sample_type_2	biomass_sample	biomass_sample_long
oral_human_D_1_qiagen_H	oral_saliva_D_2_qiagen_C	0.18606747859233444	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_D_1_qiagen_H	oral_saliva_D_3_qiagen_C	0.1717465283608478	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_D_2_microbiome20_H	oral_human_D_3_microbiome20_H	0.09234074909195084	human.saliva.D	MM (20-min.)	human.saliva.D	MM (20-min.)	human	human saliva	high	High biomass
oral_human_D_2_microbiome20_H	oral_saliva_D_1_microbiome20_C	0.10082185474674957	human.saliva.D	MM (20-min.)	human.saliva.D	MM (20-min.)	human	human saliva	high	High biomass
oral_human_D_2_microbiome20_H	oral_saliva_D_2_microbiome20_C	0.09737930670520659	human.saliva.D	MM (20-min.)	human.saliva.D	MM (20-min.)	human	human saliva	high	High biomass
oral_human_D_2_microbiome20_H	oral_saliva_D_3_microbiome20_C	0.1384891061302645	human.saliva.D	MM (20-min.)	human.saliva.D	MM (20-min.)	human	human saliva	high	High biomass
oral_human_D_2_microbiome2_H	oral_human_D_3_microbiome2_H	0.10690504048794564	human.saliva.D	MM (2-min.)	human.saliva.D	MM (2-min.)	human	human saliva	high	High biomass
oral_human_D_2_microbiome2_H	oral_saliva_D_1_microbiome2_C	0.12936604321549733	human.saliva.D	MM (2-min.)	human.saliva.D	MM (2-min.)	human	human saliva	high	High biomass
oral_human_D_2_microbiome2_H	oral_saliva_D_2_microbiome2_C	0.11301629751233021	human.saliva.D	MM (2-min.)	human.saliva.D	MM (2-min.)	human	human saliva	high	High biomass
oral_human_D_2_microbiome2_H	oral_saliva_D_3_microbiome2_C	0.10875878865135268	human.saliva.D	MM (2-min.)	human.saliva.D	MM (2-min.)	human	human saliva	high	High biomass
oral_human_D_2_qiagen_H	oral_human_D_3_qiagen_H	0.18927885454912866	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_D_2_qiagen_H	oral_saliva_D_1_qiagen_C	0.09255697829160216	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_D_2_qiagen_H	oral_saliva_D_2_qiagen_C	0.15005731622329832	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_D_2_qiagen_H	oral_saliva_D_3_qiagen_C	0.14086731681283002	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_D_3_microbiome20_H	oral_saliva_D_1_microbiome20_C	0.1239798442114101	human.saliva.D	MM (20-min.)	human.saliva.D	MM (20-min.)	human	human saliva	high	High biomass
oral_human_D_3_microbiome20_H	oral_saliva_D_2_microbiome20_C	0.12444189008966078	human.saliva.D	MM (20-min.)	human.saliva.D	MM (20-min.)	human	human saliva	high	High biomass
oral_human_D_3_microbiome20_H	oral_saliva_D_3_microbiome20_C	0.154028912040847	human.saliva.D	MM (20-min.)	human.saliva.D	MM (20-min.)	human	human saliva	high	High biomass
oral_human_D_3_microbiome2_H	oral_saliva_D_1_microbiome2_C	0.14543893895883597	human.saliva.D	MM (2-min.)	human.saliva.D	MM (2-min.)	human	human saliva	high	High biomass
oral_human_D_3_microbiome2_H	oral_saliva_D_2_microbiome2_C	0.1604653591128179	human.saliva.D	MM (2-min.)	human.saliva.D	MM (2-min.)	human	human saliva	high	High biomass
oral_human_D_3_microbiome2_H	oral_saliva_D_3_microbiome2_C	0.1468544705324166	human.saliva.D	MM (2-min.)	human.saliva.D	MM (2-min.)	human	human saliva	high	High biomass
oral_human_D_3_qiagen_H	oral_saliva_D_1_qiagen_C	0.18616466875231327	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_D_3_qiagen_H	oral_saliva_D_2_qiagen_C	0.21606318662938748	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_D_3_qiagen_H	oral_saliva_D_3_qiagen_C	0.2206180459600409	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_O_1_microbiome20_H	oral_human_O_2_microbiome20_H	0.038736054355981965	human.saliva.O	MM (20-min.)	human.saliva.O	MM (20-min.)	human	human saliva	high	High biomass
oral_human_O_1_microbiome20_H	oral_human_O_3_microbiome20_H	0.03684947924302163	human.saliva.O	MM (20-min.)	human.saliva.O	MM (20-min.)	human	human saliva	high	High biomass
oral_human_O_1_microbiome2_H	oral_human_O_2_microbiome2_H	0.023497567485709893	human.saliva.O	MM (2-min.)	human.saliva.O	MM (2-min.)	human	human saliva	high	High biomass
oral_human_O_1_microbiome2_H	oral_human_O_3_microbiome2_H	0.023952300218802493	human.saliva.O	MM (2-min.)	human.saliva.O	MM (2-min.)	human	human saliva	high	High biomass
oral_human_O_1_qiagen_H	oral_human_O_2_qiagen_H	0.029947913187309338	human.saliva.O	PS	human.saliva.O	PS	human	human saliva	high	High biomass
oral_human_O_1_qiagen_H	oral_human_O_3_qiagen_H	0.1063906011119234	human.saliva.O	PS	human.saliva.O	PS	human	human saliva	high	High biomass
oral_human_O_2_microbiome20_H	oral_human_O_3_microbiome20_H	0.017637327618968874	human.saliva.O	MM (20-min.)	human.saliva.O	MM (20-min.)	human	human saliva	high	High biomass
oral_human_O_2_microbiome2_H	oral_human_O_3_microbiome2_H	0.03508417187227739	human.saliva.O	MM (2-min.)	human.saliva.O	MM (2-min.)	human	human saliva	high	High biomass
oral_human_O_2_qiagen_H	oral_human_O_3_qiagen_H	0.10382567845704833	human.saliva.O	PS	human.saliva.O	PS	human	human saliva	high	High biomass
oral_human_P_1_microbiome20_H	oral_human_P_2_microbiome20_H	0.05839456881037087	human.saliva.P	MM (20-min.)	human.saliva.P	MM (20-min.)	human	human saliva	high	High biomass
oral_human_P_1_microbiome20_H	oral_human_P_3_microbiome20_H	0.07757118782206072	human.saliva.P	MM (20-min.)	human.saliva.P	MM (20-min.)	human	human saliva	high	High biomass
oral_human_P_1_microbiome2_H	oral_human_P_2_microbiome2_H	0.039852105842607975	human.saliva.P	MM (2-min.)	human.saliva.P	MM (2-min.)	human	human saliva	high	High biomass
oral_human_P_1_microbiome2_H	oral_human_P_3_microbiome2_H	0.08168081908554342	human.saliva.P	MM (2-min.)	human.saliva.P	MM (2-min.)	human	human saliva	high	High biomass
oral_human_P_1_qiagen_H	oral_human_P_3_qiagen_H	0.13094362354749733	human.saliva.P	PS	human.saliva.P	PS	human	human saliva	high	High biomass
oral_human_P_2_microbiome20_H	oral_human_P_3_microbiome20_H	0.04685490453571525	human.saliva.P	MM (20-min.)	human.saliva.P	MM (20-min.)	human	human saliva	high	High biomass
oral_human_P_2_microbiome2_H	oral_human_P_3_microbiome2_H	0.08023008314793614	human.saliva.P	MM (2-min.)	human.saliva.P	MM (2-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome20_H	oral_human_Q_2_microbiome20_H	0.020600907411239253	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome20_H	oral_human_Q_3_microbiome20_H	0.1130029022207208	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome20_H	oral_saliva_Q_1_microbiome20_C	0.13146533899234517	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome20_H	oral_saliva_Q_2_microbiome20_C	0.12557573873183156	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome20_H	oral_saliva_Q_3_microbiome20_C	0.19443042970046623	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome2_H	oral_human_Q_2_microbiome2_H	0.02449572287191531	human.saliva.Q	MM (2-min.)	human.saliva.Q	MM (2-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome2_H	oral_human_Q_3_microbiome2_H	0.03341307099083561	human.saliva.Q	MM (2-min.)	human.saliva.Q	MM (2-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome2_H	oral_saliva_Q_1_microbiome2_C	0.06824732599216005	human.saliva.Q	MM (2-min.)	human.saliva.Q	MM (2-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome2_H	oral_saliva_Q_2_microbiome2_C	0.0684752424790847	human.saliva.Q	MM (2-min.)	human.saliva.Q	MM (2-min.)	human	human saliva	high	High biomass
oral_human_Q_1_microbiome2_H	oral_saliva_Q_3_microbiome2_C	0.07814377811096518	human.saliva.Q	MM (2-min.)	human.saliva.Q	MM (2-min.)	human	human saliva	high	High biomass
oral_human_Q_1_qiagen_H	oral_human_Q_2_qiagen_H	0.12534506175876456	human.saliva.Q	PS	human.saliva.Q	PS	human	human saliva	high	High biomass
oral_human_Q_1_qiagen_H	oral_human_Q_3_qiagen_H	0.0451611211150545	human.saliva.Q	PS	human.saliva.Q	PS	human	human saliva	high	High biomass
oral_human_Q_1_qiagen_H	oral_saliva_Q_1_qiagen_C	0.11344186594534188	human.saliva.Q	PS	human.saliva.Q	PS	human	human saliva	high	High biomass
oral_human_Q_1_qiagen_H	oral_saliva_Q_2_qiagen_C	0.1572980448517201	human.saliva.Q	PS	human.saliva.Q	PS	human	human saliva	high	High biomass
oral_human_Q_1_qiagen_H	oral_saliva_Q_3_qiagen_C	0.11482961791557282	human.saliva.Q	PS	human.saliva.Q	PS	human	human saliva	high	High biomass
oral_human_Q_2_microbiome20_H	oral_human_Q_3_microbiome20_H	0.12310745050546291	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
oral_human_Q_2_microbiome20_H	oral_saliva_Q_1_microbiome20_C	0.1398232132033365	human.saliva.Q	MM (20-min.)	human.saliva.Q	MM (20-min.)	human	human saliva	high	High biomass
