sample1	sample2	value	sample1_type	sample1_extraction_protocol_short	sample2_type	sample2_extraction_protocol_short	sample_type	sample_type_2	biomass_sample	biomass_sample_long
skin_armpit_O_1_microbiome20_L	skin_armpit_O_3_microbiome20_L	0.6727272727272727	human.armpit.O	MM (20-min.)	human.armpit.O	MM (20-min.)	human	human armpit	low	Low biomass
skin_armpit_O_1_microbiome2_L	skin_armpit_O_2_microbiome2_L	0.6022514071294559	human.armpit.O	MM (2-min.)	human.armpit.O	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_O_1_microbiome2_L	skin_armpit_O_3_microbiome2_L	0.7157676348547718	human.armpit.O	MM (2-min.)	human.armpit.O	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_O_1_qiagen_L	skin_armpit_O_2_qiagen_L	0.6282051282051282	human.armpit.O	PS	human.armpit.O	PS	human	human armpit	low	Low biomass
skin_armpit_O_1_qiagen_L	skin_armpit_O_3_qiagen_L	0.6212121212121212	human.armpit.O	PS	human.armpit.O	PS	human	human armpit	low	Low biomass
skin_armpit_O_2_microbiome20_L	skin_armpit_O_3_microbiome20_L	0.6014760147601476	human.armpit.O	MM (20-min.)	human.armpit.O	MM (20-min.)	human	human armpit	low	Low biomass
skin_armpit_O_2_microbiome2_L	skin_armpit_O_3_microbiome2_L	0.6699751861042184	human.armpit.O	MM (2-min.)	human.armpit.O	MM (2-min.)	human	human armpit	low	Low biomass
skin_armpit_O_2_qiagen_L	skin_armpit_O_3_qiagen_L	0.6386363636363637	human.armpit.O	PS	human.armpit.O	PS	human	human armpit	low	Low biomass
skin_foot_A_1_microbiome20_L	skin_foot_A_2_microbiome20_L	0.6524064171122995	human.foot.A	MM (20-min.)	human.foot.A	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_A_1_microbiome20_L	skin_foot_A_3_microbiome20_L	0.5757575757575758	human.foot.A	MM (20-min.)	human.foot.A	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_A_1_microbiome2_L	skin_foot_A_2_microbiome2_L	0.5023923444976076	human.foot.A	MM (2-min.)	human.foot.A	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_A_1_microbiome2_L	skin_foot_A_3_microbiome2_L	0.4852941176470588	human.foot.A	MM (2-min.)	human.foot.A	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_A_1_qiagen_L	skin_foot_A_2_qiagen_L	0.44970414201183434	human.foot.A	PS	human.foot.A	PS	human	human foot	low	Low biomass
skin_foot_A_1_qiagen_L	skin_foot_A_3_qiagen_L	0.4875	human.foot.A	PS	human.foot.A	PS	human	human foot	low	Low biomass
skin_foot_A_2_microbiome20_L	skin_foot_A_3_microbiome20_L	0.6120092378752887	human.foot.A	MM (20-min.)	human.foot.A	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_A_2_microbiome2_L	skin_foot_A_3_microbiome2_L	0.4796380090497738	human.foot.A	MM (2-min.)	human.foot.A	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_A_2_qiagen_L	skin_foot_A_3_qiagen_L	0.46835443037974683	human.foot.A	PS	human.foot.A	PS	human	human foot	low	Low biomass
skin_foot_B_1_microbiome20_L	skin_foot_B_2_microbiome20_L	0.6176470588235294	human.foot.B	MM (20-min.)	human.foot.B	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_B_1_microbiome20_L	skin_foot_B_3_microbiome20_L	0.6338028169014085	human.foot.B	MM (20-min.)	human.foot.B	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_B_1_microbiome2_L	skin_foot_B_2_microbiome2_L	0.59	human.foot.B	MM (2-min.)	human.foot.B	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_B_1_microbiome2_L	skin_foot_B_3_microbiome2_L	0.5718157181571816	human.foot.B	MM (2-min.)	human.foot.B	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_B_1_qiagen_L	skin_foot_B_2_qiagen_L	0.6491803278688525	human.foot.B	PS	human.foot.B	PS	human	human foot	low	Low biomass
skin_foot_B_1_qiagen_L	skin_foot_B_3_qiagen_L	0.6214511041009464	human.foot.B	PS	human.foot.B	PS	human	human foot	low	Low biomass
skin_foot_B_2_microbiome20_L	skin_foot_B_3_microbiome20_L	0.5759036144578313	human.foot.B	MM (20-min.)	human.foot.B	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_B_2_microbiome2_L	skin_foot_B_3_microbiome2_L	0.6327543424317618	human.foot.B	MM (2-min.)	human.foot.B	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_B_2_qiagen_L	skin_foot_B_3_qiagen_L	0.6421725239616614	human.foot.B	PS	human.foot.B	PS	human	human foot	low	Low biomass
skin_foot_O_1_microbiome20_L	skin_foot_O_2_microbiome20_L	0.5964467005076142	human.foot.O	MM (20-min.)	human.foot.O	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_O_1_microbiome20_L	skin_foot_O_3_microbiome20_L	0.6014669926650367	human.foot.O	MM (20-min.)	human.foot.O	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_O_1_microbiome2_L	skin_foot_O_2_microbiome2_L	0.5489614243323442	human.foot.O	MM (2-min.)	human.foot.O	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_O_1_microbiome2_L	skin_foot_O_3_microbiome2_L	0.5843828715365239	human.foot.O	MM (2-min.)	human.foot.O	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_O_1_qiagen_L	skin_foot_O_2_qiagen_L	0.5342105263157895	human.foot.O	PS	human.foot.O	PS	human	human foot	low	Low biomass
skin_foot_O_1_qiagen_L	skin_foot_O_3_qiagen_L	0.6371490280777538	human.foot.O	PS	human.foot.O	PS	human	human foot	low	Low biomass
skin_foot_O_2_microbiome20_L	skin_foot_O_3_microbiome20_L	0.6049723756906077	human.foot.O	MM (20-min.)	human.foot.O	MM (20-min.)	human	human foot	low	Low biomass
skin_foot_O_2_microbiome2_L	skin_foot_O_3_microbiome2_L	0.6085790884718498	human.foot.O	MM (2-min.)	human.foot.O	MM (2-min.)	human	human foot	low	Low biomass
skin_foot_O_2_qiagen_L	skin_foot_O_3_qiagen_L	0.5991561181434599	human.foot.O	PS	human.foot.O	PS	human	human foot	low	Low biomass
skin_forehead_A_1_1_microbiome2_C	skin_forehead_A_2_1_microbiome2_C	0.696	human forehead A	MM (2-min.)	human forehead A	MM (2-min.)	human	human forehead	low	Low biomass
