sample1	sample2	value	sample1_type	sample1_extraction_protocol_short	sample2_type	sample2_extraction_protocol_short	sample_type	sample_type_2	biomass_sample	biomass_sample_long
oral_human_D_1_qiagen_H	oral_saliva_D_2_qiagen_C	0.2855763671820045	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_D_1_qiagen_H	oral_saliva_D_3_qiagen_C	0.22002184375431663	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_D_2_microbiome20_H	oral_human_D_3_microbiome20_H	0.8583941049655888	human.saliva.D	MM (20-min.)	human.saliva.D	MM (20-min.)	human	human saliva	high	High biomass
oral_human_D_2_microbiome20_H	oral_saliva_D_1_microbiome20_C	0.07224048016911953	human.saliva.D	MM (20-min.)	human.saliva.D	MM (20-min.)	human	human saliva	high	High biomass
oral_human_D_2_microbiome20_H	oral_saliva_D_2_microbiome20_C	0.12911794221407413	human.saliva.D	MM (20-min.)	human.saliva.D	MM (20-min.)	human	human saliva	high	High biomass
oral_human_D_2_microbiome20_H	oral_saliva_D_3_microbiome20_C	0.14616258329247947	human.saliva.D	MM (20-min.)	human.saliva.D	MM (20-min.)	human	human saliva	high	High biomass
oral_human_D_2_microbiome2_H	oral_human_D_3_microbiome2_H	0.2350786461099977	human.saliva.D	MM (2-min.)	human.saliva.D	MM (2-min.)	human	human saliva	high	High biomass
oral_human_D_2_microbiome2_H	oral_saliva_D_1_microbiome2_C	0.27789941924033995	human.saliva.D	MM (2-min.)	human.saliva.D	MM (2-min.)	human	human saliva	high	High biomass
oral_human_D_2_microbiome2_H	oral_saliva_D_2_microbiome2_C	0.5314442650504521	human.saliva.D	MM (2-min.)	human.saliva.D	MM (2-min.)	human	human saliva	high	High biomass
oral_human_D_2_microbiome2_H	oral_saliva_D_3_microbiome2_C	0.07136846691335448	human.saliva.D	MM (2-min.)	human.saliva.D	MM (2-min.)	human	human saliva	high	High biomass
oral_human_D_2_qiagen_H	oral_human_D_3_qiagen_H	0.40366655938666596	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_D_2_qiagen_H	oral_saliva_D_1_qiagen_C	0.06297319201420536	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_D_2_qiagen_H	oral_saliva_D_2_qiagen_C	0.1761758552239526	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_D_2_qiagen_H	oral_saliva_D_3_qiagen_C	0.1385413283265702	human.saliva.D	PS	human.saliva.D	PS	human	human saliva	high	High biomass
oral_human_D_3_microbiome20_H	oral_saliva_D_1_microbiome20_C	0.7982757819744413	human.saliva.D	MM (20-min.)	human.saliva.D	MM (20-min.)	human	human saliva	high	High biomass
oral_human_D_3_microbiome20_H	oral_saliva_D_2_microbiome20_C	0.9627345988624714	human.saliva.D	MM (20-min.)	human.saliva.D	MM (20-min.)	human	human saliva	high	High biomass
